idLaw,wizara,sujet,type,num,date,num_jarida,date_jarida,page_jarida,مجال
693,وزارة البيئة والطاقات المتجددة,يعدل القرار المؤرخ في 2 ذي الحجة عام 1441 الموافق 23 يوليو سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المرصد الوطـني للبيئة والتنمية المستدامة.,قرار ممضي في 24 أبريل 2023,,24 أبريل 2023,53,14 غشت 2023،,21,السياسة
694,وزارة البيئة والطاقات المتجددة,يعدل القرار المؤرخ في 26 ربيع الثاني عام 1443 الموافق أول ديسمبر سنة 2021 الذي يحدد القائمة الاسمية لأعضاء اللجنة الوزارية المشتركة لدراسة مخطط تهيئة الشاطئ.,قرار ممضي في 10 مايو 2023,,10 مايو 2023,53,14 غشت 2023،,21,Non spécifié
695,وزارة البيئة والطاقات المتجددة,يعدل القرار المؤرخ في 29 جمادى الأولى عام 1443 الموافق 3 جانفي سنة 2022 الذي يحدد القائمة الاسمية لأعضاء اللجنة الوطنية المكلفة بفحص دراسات تهيئة الساحل والتصديق عليها.,قرار ممضي في 10 مايو 2023,,10 مايو 2023,53,14 غشت 2023،,21,Non spécifié
696,وزارة البيئة والطاقات المتجددة,يعدل القرار المؤرخ في 28 ربيع الثاني عام 1444 الموافق 23 نوفمبر سنة 2022 والمتضمن تعيين أعضاء االجنة الجهوية تل بحر للواجهة البحرية الوسطى.,قرار ممضي في 24 أبريل 2023,,24 أبريل 2023,53,14 غشت 2023،,22,Non spécifié
697,المحكمة الدستورية,يحدد عدد المناصب العليا ذات الطابع الوظيفي للموظفين المنتمين للأسلاك المشتركة في المؤسسات والإدارات العمومية بعنوان المحكمة الدستورية.,قرار وزاري مشترك ممضي في 03 مايو 2023,,03 مايو 2023,53,14 غشت 2023،,22,Non spécifié
698,المحكمة الدستورية,يتضمن وضع بعض الأسلاك التقنية الخاصة بالإدارة المكلفة بالسكن والعمران في حالة القيام بالخدمة لدى المحكمة الدستورية.,قرار وزاري مشترك ممضي في 30 مايو 2023,,30 مايو 2023,53,14 غشت 2023،,23,Non spécifié
699,وزارة الفلاحة والتنمية الريفية,يعدل ويتمم المرسوم التنفيذي رقم 01-114 المؤرخ في 13 صفر عام 1422 الموافق 7 مايو سنة 2001 والمتعلق بالإحصاء العام للفلاحة.,مرسوم تنفيذي,23-291,14 غشت 2023,54,23 غشت 2023،,4,Non spécifié
700,وسيط الجمهورية,يحدد تشكيلة اللجنة القطاعية للصفقات لوسيط الجمهورية.,مقرر ممضي في 15 مايو 2023,,15 مايو 2023,54,23 غشت 2023،,7,Non spécifié
701,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن تفويض الإمضاء إلى المدير العام للموارد.,قرار ممضي في 31 يوليو 2023,,31 يوليو 2023,54,23 غشت 2023،,7,Non spécifié
702,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن تفويض الإمضاء إلى مدير الموارد البشرية.,قرار ممضي في 31 يوليو 2023,,31 يوليو 2023,54,23 غشت 2023،,8,Non spécifié
703,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن تفويض الإمضاء إلى مدير المالية.,قرار ممضي في 31 يوليو 2023,,31 يوليو 2023,54,23 غشت 2023،,8,المالية
704,وزارة المالية,يحدد الأوراق التجارية المعدة في شكل غير مادي التي تعالجها البنوك والمؤسسات المالية المستفيدة من الإعفاء بعنوان رسم الطابع الحجمي.,قرار ممضي في 11 يونيو 2023,,11 يونيو 2023,54,23 غشت 2023،,9,"التجارة, المالية"
705,وزارة الثقافة والفنون,يتضمن إنشاء مكتبات للمطالعة العمومية.,قرار وزاري مشترك ممضي في 14 مايو 2023,,14 مايو 2023,54,23 غشت 2023،,9,Non spécifié
706,وزارة الشباب والرياضة,يتضمن تعيين أعضاء اللجنة الوطنية للمصادقة على المنشآت القاعدية الرياضية.,قرار ممضي في 06 مايو 2023,,06 مايو 2023,54,23 غشت 2023،,10,Non spécifié
707,وزارة الفلاحة والتنمية الريفية,يعدل ويتمم القرار الوزاري المشترك المؤرخ في 23 رمضان عام 1442 الموافق 5 مايو سنة 2021 الذي يحدد شروط وكيفيات تحويل المحفظة العقارية ومساحات المحيطات وحدودها وكذا إحداثياتها الجغرافية، إلى ديوان تنمية الزراعة الصناعية بالأراضي الصحراوية.,قرار وزاري مشترك ممضي في 27 يونيو 2023,,27 يونيو 2023,54,23 غشت 2023،,11,الصناعة
708,وزارة الأشغال العمومية والمنشآت القاعدية,يحدد تشكيلة اللجنة القطاعية للصفقات لوزارة الأشغال العمومية والمنشآت القاعدية.,قرار ممضي في 14 مايو 2023,,14 مايو 2023,54,23 غشت 2023،,35,Non spécifié
709,وزارة العمل والتشغيل والضمان الاجتماعي,يتضمن اعتماد أعوان المراقبة للصندوق الوطني للعطل المدفوعة الأجر والبطالة الناجمة عن سوء الأحوال الجوية في قطاعات البناء والأشغال العمومية والري.,قرار ممضي في 20 يونيو 2023,,20 يونيو 2023,54,23 غشت 2023،,35,Non spécifié
710,المجلس الوطني الاقتصادي والاجتماعي والبيئي,يتضمن تعديل المقرر المؤرخ في 25 محرم عام 1443 الموافق 2 سبتمبر سنة 2021 والمتضمن نشر قائمة أعضاء المجلس الوطني الاقتصادي والاجتماعي والبيئي.,مقرر ممضي في 30 يوليو 2023,,30 يوليو 2023,54,23 غشت 2023،,36,Non spécifié
711,المحكمة الدستورية,يتعلق بمراقبة مطابقة القانون العضوي المتعلق بالإعلام، للدستور.,قرار,04/D.CC/CC,06 غشت 2023,56,29 غشت 2023،,3,Non spécifié
712,وزارة الإتصال,يتعلق بالإعلام.,قانون عضوي,23-14,27 غشت 2023,56,29 غشت 2023،,9,Non spécifié
713,وزارة الدفاع الوطني,تتضمن إنهاء مهام قضاة عسكريين.,قرار ممضي في 17 غشت 2023,,17 غشت 2023,56,29 غشت 2023،,15,Non spécifié
714,وزارة الدفاع الوطني,تتضمن تعيين قضاة عسكريين.,قرار ممضي في 17 غشت 2023,,17 غشت 2023,56,29 غشت 2023،,16,Non spécifié
715,وزارة التكوين والتعليم المهنيين,يحدد تصنيف معهد التعليم المهني وشروط الالتحاق بالمناصب العليا التابعة له.,قرار وزاري مشترك ممضي في 18 يونيو 2023,,18 يونيو 2023,56,29 غشت 2023،,16,Non spécifié
716,وزارة الشباب والرياضة,يتضمن تعيين أعضاء اللجنة الوطنية التنفيذية للوقاية من العنف في المنشآت الرياضية ومكافحته.,قرار ممضي في 31 مايو 2023,,31 مايو 2023,56,29 غشت 2023،,20,Non spécifié
717,وزارة الرقمنة والإحصائيات,يتضمن تكوين لجنتين إداريتين متساويتي الأعضاء مختصتين إزاء أسلاك موظفي الإدارة المركزية لوزارة الرقمنة والإحصائيات.,قرار ممضي في 13 يونيو 2023,,13 يونيو 2023,56,29 غشت 2023،,21,Non spécifié
718,وزارة الإتصال,"يحدد كيفيات متابعة وتقييم حساب التخصيص الخاص رقم 051-302 الذي عنوانه ""صندوق تخصيص الرسوم المخصصة للمؤسسات السمعية البصرية"".",قرار وزاري مشترك ممضي في 19 يونيو 2023,,19 يونيو 2023,56,29 غشت 2023،,23,Non spécifié
719,المحكمة الدستورية,يتعلق بالدفع بعدم دستورية المادة 643 من القانون رقم 08-09 المؤرخ في 18 صفر عام 1429 الموافق 25 فبراير سنة 2008 والمتضمن قانون الإجراءات المدنية والإدارية.,قرار,01/DCC/23,12 يوليو 2023,55,27 غشت 2023،,5,السياسة
720,رئاسة الجمهورية,يعدل القرار الوزاري المشترك المؤرخ في 2 ذي القعدة عام 1431 الموافق 10 أكتوبر سنة 2010 والمتضمن وضع بعض الأسلاك الخاصة التابعة للإدارة المكلفة بالصناعة وترقية الاستثمارات في حالة القيام بالخدمة لدى رئاسة الجمهورية.,قرار وزاري مشترك ممضي في 13 يوليو 2023,,13 يوليو 2023,55,27 غشت 2023،,13,Non spécifié
