idLaw,wizara,sujet,type,num,date,num_jarida,date_jarida,page_jarida,مجال
95,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 7 ربيع الأول عام 1441 الموافق 4 نوفمبر سنة 2019 الذي يحدد القائمة الاسمية لأعضاء مجلس إدارة المركز الوطني للدراسات والبحث في الحركة الوطنية وثورة أول نوفمبر سنة 1954.,قرار ممضي في 19 أكتوبر 2022,,19 أكتوبر 2022,5,29 يناير 2023،,31,السياسة
96,وزارة المجاهدين وذوي الحقوق,يعدل القرار المؤرخ في 21 ذي القعدة عام 1441 الموافق 13 يوليو سنة 2020 والمتضمن تعيين أعضاء مجلس إدارة المتحف الجهوي للمجاهد لتيزي وزو.,قرار ممضي في 24 نوفمبر 2022,,24 نوفمبر 2022,5,29 يناير 2023،,31,السياسة
97,وزارة التعليم العالي والبحث العلمي,يعدل القرار الوزاري المشترك المؤرخ في 21 شوال عام 1437 الموافق 26 يوليو سنة 2016 الذي يحدد عدد المناصب العليا للموظفين المنتمين لأسلاك مستخدمي دعم البحث بعنوان المؤسسات العمومية ذات الطابع العلمي والتكنولوجي التابعة لوزارة التعليم العالي والبحث العلمي.,قرار وزاري مشترك ممضي في 19 ديسمبر 2022,,19 ديسمبر 2022,5,29 يناير 2023،,31,Non spécifié
98,وزارة السياحة والصناعة التقليدية,"يتضمن تقرير إعداد مخطط التهيئة السياحية لمنطقة التوسع والموقع السياحي ""سيدي بن تمرة""، (ولاية تيسمسيلت).",قرار ممضي في 05 يناير 2023,,05 يناير 2023,5,29 يناير 2023،,33,Non spécifié
99,المحكمة الدستورية,يتضمن تفويض الإمضاء إلى مدير إدارة الموارد بالمحكمة الدستورية.,مقرر ممضي في 28 ديسمبر 2022,,28 ديسمبر 2022,5,29 يناير 2023،,34,السياسة
100,المحكمة الدستورية,يتعلق بالدفع بعدم دستورية المواد 815 و 826 و904 و905 و906 من القانون رقم 08-09 المؤرخ في 18 صفر عام 1429 الموافق 25 فبراير سنة 2008 والمتضمن قانون الإجراءات المدنية والإدارية.,قرار,30/DCC/E.I,26 أكتوبر 2022,6,31 يناير 2023،,5,السياسة
101,المحكمة الدستورية,يتعلق بالدفع بعدم دستورية المادة 43 من القانون رقم 11-10 المؤرخ في 20 رجب عام 1432 الموافق 22 يونيو سنة 2011 والمتعلق بالبلدية.,قرار,31/DCC/E.I,26 أكتوبر 2022,6,31 يناير 2023،,8,Non spécifié
102,وزارة المالية,يتضمن تحويل اعتماد إلى ميزانية تسيير مصالح الوزير الأول.,مرسوم رئاسي,22-496,31 ديسمبر 2022,6,31 يناير 2023،,11,المالية
103,وزارة الدفاع الوطني,يعدل ويتمم المرسوم رقم 87-21 المؤرخ في 20 جمادى الأولى عام 1407 الموافق 20 يناير سنة 1987 والمتضمن التأهيل الطبي للخدمة في صفوف الجيش الوطني الشعبي.,مرسوم رئاسي,23-61,29 يناير 2023,6,31 يناير 2023،,12,Non spécifié
104,وزارة الفلاحة والتنمية الريفية,يتضمن إلغاء تصنيف قطع أراض فلاحية موجهة لإنجاز برامج سكنية بصيغة البيع بالإيجار على مستوى بعض بلديات ولاية الجزائر.,مرسوم تنفيذي,23-62,31 يناير 2023,6,31 يناير 2023،,13,Non spécifié
105,وزارة المالية,يحدد القائمة الاسمية لأعضاء المكتب المتخصص بالتعريفة في مجال التأمينات.,قرار ممضي في 23 نوفمبر 2022,,23 نوفمبر 2022,6,31 يناير 2023،,18,Non spécifié
106,وزارة المالية,يعدل القرار المؤرخ في 19 ذي الحجة عام 1444 الموافق 18 يوليو سنة 2022، والمتضمن تعيين أعضاء اللجنة القطاعية للصفقات لوزارة المالية.,قرار ممضي في 08 ديسمبر 2022,,08 ديسمبر 2022,6,31 يناير 2023،,19,المالية
107,وزارة التربية الوطنية,يعدل القرار الوزاري المشترك المؤرخ في 3 رجب عام 1431 الموافق 16 يونيو سنة 2010 الذي يحدد تعداد مناصب الشغل وتصنيفها ومدة العقد الخاص بالأعوان العاملين في نشاطات الحفظ أو الصيانة أو الخدمات بعنوان الإدارة المركزية والمصالح اللامركزية والمؤسسات العمومية تحت وصاية وزارة التربية الوطنية.,قرار وزاري مشترك ممضي في 11 ديسمبر 2022,,11 ديسمبر 2022,6,31 يناير 2023،,19,Non spécifié
108,وزارة التضامن الوطني والأسرة وقضايا المرأة,يعدل القرار المؤرخ في 3 ربيع الثاني عام 1443 الموافق 8 نوفمبر سنة 2021 والمتضمن تعيين أعضاء اللجنة القطاعية للصفقات العمومية لوزارة التضامن الوطني والأسرة وقضايا المرأة.,قرار ممضي في 23 أكتوبر 2022,,23 أكتوبر 2022,6,31 يناير 2023،,21,Non spécifié
109,وزارة التضامن الوطني والأسرة وقضايا المرأة,يتضمن تعيين أعضاء مجلس إدارة دار الرحمة لمسرغين، ولاية وهران.,قرار ممضي في 02 نوفمبر 2022,,02 نوفمبر 2022,6,31 يناير 2023،,21,السياسة
110,وزارة التضامن الوطني والأسرة وقضايا المرأة,يعدل القرار المؤرخ في 8 جمادى الأولى عام 1443 الموافق 13 ديسمبر سنة 2021 والمتضمن تعيين أعضاء مجلس إدارة المركز الوطني لتكوين الموظفين المتخصصين في الطفولة المسعفة وحماية الطفولة والمراهقة والمساعدة الاجتماعية لبئر خادم، ولاية الجزائر.,قرار ممضي في 10 نوفمبر 2022,,10 نوفمبر 2022,6,31 يناير 2023،,22,السياسة
111,وزارة التجارة وترقية الصادرات,يحدد نموذج بطاقة الانخراط في الغرفة الجزائرية للتجارة والصناعة وكذا مبلغ مصاريف الانخراط فيها.,قرار ممضي في 19 أكتوبر 2022,,19 أكتوبر 2022,6,31 يناير 2023،,22,المالية
112,وزارة التجارة وترقية الصادرات,يتضمن تفويض الإمضاء إلى مدير الموارد البشرية.,قرار ممضي في 08 نوفمبر 2022,,08 نوفمبر 2022,6,31 يناير 2023،,24,Non spécifié
113,وزارة التجارة وترقية الصادرات,يتضمن تحيين مدونة الأنشطة الاقتصادية الخاضعة للتسجيل في السجل التجاري.,قرار ممضي في 13 نوفمبر 2022,,13 نوفمبر 2022,6,31 يناير 2023،,24,Non spécifié
114,وزارة الأشغال العمومية والري والمنشآت القاعدية,يحدد عدد المناصب العليا للموظفين المنتمين للأسلاك المشتركة للإدارة المكلفة بالأشغال العمومية، بعنوان مديريات الأشغال العمومية في الولايات.,قرار وزاري مشترك ممضي في 17 نوفمبر 2022,,17 نوفمبر 2022,6,31 يناير 2023،,25,Non spécifié
115,وزارة النقل,يحدد مواصفات وبيانات شهادة الماستر المسلمة لخريجي المدرسة الوطنية العليا البحرية.,قرار وزاري مشترك ممضي في 05 أكتوبر 2022,,05 أكتوبر 2022,6,31 يناير 2023،,25,Non spécifié
116,وزارة الشؤون الخارجية والجالية الوطنية بالخارج,يتضمن التصديق على البروتوكول التنفيذي بين حكومة الجمهورية الجزائرية الديمقراطية الشعبية وحكومة الجمهورية الإسلامية الموريتانية حول التسهيلات والإعفاءات من أجل إنجاز مشروع الطريق البري الرابط بين مدينتي تندوف الجزائرية وازويرات الموريتانية، الموقع بنواكشوط بتاريخ 14 سبتمبر سنة 2022.,مرسوم رئاسي,23-68,07 فبراير 2023,8,08 فبراير 2023،,4,الصناعة
117,وزارة العدل,يعدل ويتمم القانون رقم 05-01 المؤرخ في 27 ذي الحجة عام 1425 الموافق 6 فبراير سنة 2005 والمتعلق بالوقاية من تبييض الأموال وتمويل الإرهاب ومكافحتهما.,قانون,23-01,07 فبراير 2023,8,08 فبراير 2023،,6,Non spécifié
118,وزارة المالية,يتضمن تفويض الإمضاء إلى مدير إدارة الوسائل والمالية بالمديرية العامة للأملاك الوطنية.,قرار ممضي في 28 يناير 2023,,28 يناير 2023,8,08 فبراير 2023،,19,السياسة
119,وزارة التجارة وترقية الصادرات,يحدد القائمة الاسمية لأعضاء مجلس التوجيه للمركز الجزائري لمراقبة النوعية والرزم.,قرار ممضي في 18 أكتوبر 2022,,18 أكتوبر 2022,8,08 فبراير 2023،,19,Non spécifié
